coaster_name,Location,Status,Manufacturer,year_introduced,Type_Main,latitude,longitude,speed_mph,height_ft,Inversions_clean,Gforce_clean
Coaster_453,Dollywood,Operating,Rocky Mountain Construction,1997,Wood,35.8139,-83.5202,40.3,85.2,0,5.7
Coaster_454,Cedar Point,Operating,Bolliger & Mabillard,2008,Steel,41.4738,-82.648,75.1,127.5,2,4.6
Coaster_455,Carowinds,Removed,S&S - Sansei Technologies,2018,Steel,35.0735,-80.9266,69.7,123.4,3,6.2
Coaster_456,Six Flags Over Texas,Operating,Arrow Dynamics,2022,Wood,32.7566,-97.056,61.6,108.1,0,4.0
Coaster_457,Kennywood,Operating,Great Coasters International,1990,Wood,40.4218,-79.8852,52.4,77.6,0,4.6
Coaster_458,Dollywood,Operating,Intamin,1996,Steel,35.8198,-83.536,52.6,79.6,0,4.7
Coaster_459,Knott's Berry Farm,Closed,Intamin,2014,Wood,33.8522,-117.961,61.6,90.2,0,3.6
Coaster_460,Hersheypark,Operating,Premier Rides,1988,Steel,40.2917,-76.6399,45.6,80.5,2,5.6
Coaster_461,Cedar Point,Operating,Mack Rides,1997,Wood,41.5181,-82.68,49.6,106.0,0,1.5
Coaster_462,Cedar Point,Operating,Premier Rides,2018,Steel,41.4882,-82.7072,68.1,112.1,2,4.9
Coaster_463,Six Flags Great Adventure,Operating,Bolliger & Mabillard,1994,Steel,40.0968,-74.4257,55.7,67.0,2,3.8
Coaster_464,Busch Gardens Williamsburg,Operating,Mack Rides,2006,Steel,37.231,-76.6312,56.6,111.8,3,1.1
Coaster_465,Dollywood,Operating,S&S - Sansei Technologies,1979,Steel,35.7734,-83.5919,39.8,,3,3.7
Coaster_466,Silver Dollar City,Operating,Philadelphia Toboggan Coasters,1999,Steel,36.6688,-93.3426,60.4,109.8,0,4.7
Coaster_467,Hersheypark,Closed,Arrow Dynamics,1992,Steel,40.2768,-76.6658,47.9,73.4,0,4.4
Coaster_468,Busch Gardens Williamsburg,Operating,Premier Rides,2006,Steel,37.2287,-76.6451,59.3,110.3,2,3.4
Coaster_469,Silver Dollar City,Removed,Rocky Mountain Construction,1998,Steel,36.6807,-93.321,53.9,97.7,2,3.1
Coaster_470,Kennywood,Closed,Vekoma,1989,Steel,40.369,-79.9231,54.9,95.4,0,
Coaster_471,Knott's Berry Farm,Removed,Intamin,2016,Steel,33.8602,-118.0057,52.9,90.7,3,3.9
Coaster_472,Six Flags Great Adventure,Operating,Bolliger & Mabillard,2023,Steel,40.1152,-74.4435,72.2,126.6,3,3.7
Coaster_473,Silver Dollar City,Removed,Philadelphia Toboggan Coasters,1975,Steel,36.6248,-93.3063,41.4,55.7,1,
Coaster_474,Silver Dollar City,Operating,Great Coasters International,2016,Steel,36.6521,-93.3716,60.3,149.6,2,2.3
Coaster_475,Six Flags Over Texas,Operating,Mack Rides,1983,Steel,32.7762,-97.1032,53.7,101.4,2,2.7
Coaster_476,Hersheypark,Operating,Premier Rides,2023,Wood,40.3165,-76.6481,53.0,106.9,0,6.5
Coaster_477,Six Flags Great Adventure,Closed,Intamin,2017,Steel,40.1562,-74.4705,57.2,133.6,0,2.9
Coaster_478,Carowinds,Operating,Great Coasters International,2002,Steel,35.1132,-80.9565,63.5,118.4,1,3.5
Coaster_479,Silver Dollar City,Operating,Bolliger & Mabillard,2015,Steel,36.6663,-93.3237,60.6,123.7,0,3.7
Coaster_480,Kings Island,Operating,Mack Rides,2002,Steel,39.3549,-84.2595,60.9,121.1,1,5.3
Coaster_481,Dollywood,Operating,S&S - Sansei Technologies,2002,Wood,35.7762,-83.51,52.4,79.4,0,4.3
Coaster_482,Knott's Berry Farm,Removed,Vekoma,2000,Steel,33.8359,-117.9909,57.0,90.1,3,5.4
Coaster_483,Kings Island,Operating,Intamin,2010,Steel,39.3467,-84.3067,58.2,106.5,6,3.8
Coaster_484,Kennywood,Removed,Philadelphia Toboggan Coasters,2023,Steel,40.3917,-79.8652,74.0,123.2,2,4.2
Coaster_485,Busch Gardens Williamsburg,Removed,Philadelphia Toboggan Coasters,1979,Steel,37.2228,-76.6204,47.2,92.8,2,3.6
Coaster_486,Kings Island,Operating,Premier Rides,2008,Steel,39.3094,-84.2812,63.6,93.7,0,4.9
Coaster_487,Busch Gardens Williamsburg,Operating,Philadelphia Toboggan Coasters,1983,Steel,37.2128,-76.6407,44.6,73.3,0,4.6
Coaster_488,Busch Gardens Williamsburg,Operating,Intamin,2023,Steel,37.212,-76.6494,69.1,112.2,1,3.4
Coaster_489,Carowinds,Closed,Premier Rides,2007,Steel,35.1052,-80.9399,70.5,104.2,1,3.0
Coaster_490,Six Flags Great Adventure,Operating,Vekoma,1991,Steel,40.1366,-74.4422,54.2,98.7,1,4.4
Coaster_491,Silver Dollar City,Operating,Mack Rides,2014,Wood,36.6631,-93.3375,52.1,105.9,0,4.4
Coaster_492,Dollywood,Operating,Rocky Mountain Construction,1975,Steel,35.7961,-83.5229,40.8,66.4,1,2.7
Coaster_493,Hersheypark,Operating,S&S - Sansei Technologies,1992,Steel,40.2797,-76.6718,64.2,81.5,1,3.8
Coaster_494,Dollywood,Closed,Intamin,2006,Steel,35.8058,-83.5269,67.7,112.1,2,2.2
Coaster_495,Kennywood,Operating,Intamin,1987,Steel,40.4051,-79.8572,31.0,81.1,3,3.0
Coaster_496,Cedar Point,Removed,Rocky Mountain Construction,1985,Wood,41.4962,-82.7114,37.7,70.2,0,3.0
Coaster_497,Hersheypark,Operating,Premier Rides,1987,Wood,40.2663,-76.6771,44.4,86.3,0,3.5
Coaster_498,Carowinds,Operating,Intamin,1998,Steel,35.101,-80.9096,52.2,123.6,2,1.4
Coaster_499,Kennywood,Operating,Philadelphia Toboggan Coasters,2008,Steel,40.3735,-79.8585,58.7,113.3,3,3.3
Coaster_500,Carowinds,Operating,Mack Rides,2002,Steel,35.1008,-80.8974,54.0,101.8,1,2.4
Coaster_501,Hersheypark,Operating,Mack Rides,2021,Wood,40.3072,-76.6435,67.9,126.2,0,4.1
Coaster_502,Hersheypark,Closed,S&S - Sansei Technologies,1975,Steel,40.3064,-76.6596,41.9,87.5,2,3.7
Coaster_503,Six Flags Over Texas,Operating,Mack Rides,2013,Steel,32.7983,-97.0596,56.9,128.0,1,2.3
Coaster_504,Busch Gardens Williamsburg,Operating,Mack Rides,1995,Wood,37.214,-76.6298,43.5,75.8,0,2.8
Coaster_505,Dollywood,Operating,Vekoma,2023,Wood,35.7706,-83.5082,57.9,99.0,0,3.1
Coaster_506,Cedar Point,Operating,Arrow Dynamics,2002,Steel,41.4325,-82.6681,57.1,99.5,1,2.6
Coaster_507,Silver Dollar City,Removed,Vekoma,1984,Steel,36.6771,-93.319,58.3,83.0,3,3.5
Coaster_508,Silver Dollar City,Operating,Bolliger & Mabillard,2013,Steel,36.6734,-93.3561,65.5,109.0,1,3.2
Coaster_509,Hersheypark,Operating,Mack Rides,1996,Steel,40.2685,-76.6651,48.9,86.1,3,4.7
Coaster_510,Cedar Point,Closed,Philadelphia Toboggan Coasters,2006,Steel,41.4613,-82.6811,64.2,112.2,2,1.3
Coaster_511,Kings Island,Operating,Mack Rides,1984,Steel,39.3443,-84.2911,37.4,87.9,1,4.3
Coaster_512,Knott's Berry Farm,Removed,Mack Rides,1986,Wood,33.8444,-117.9802,47.2,70.6,0,3.2
Coaster_513,Kennywood,Operating,Rocky Mountain Construction,1988,Steel,40.3956,-79.8731,48.1,82.8,4,3.6
Coaster_514,Six Flags Great Adventure,Operating,Vekoma,1991,Steel,40.1256,-74.4449,57.7,72.5,0,3.6
Coaster_515,Six Flags Over Texas,Operating,Rocky Mountain Construction,2001,Steel,32.7632,-97.0863,55.6,94.0,1,4.3
Coaster_516,Knott's Berry Farm,Operating,Premier Rides,1984,Steel,33.8536,-117.9715,48.7,92.6,0,
Coaster_517,Hersheypark,Operating,Vekoma,2008,Steel,40.2921,-76.6626,80.9,116.0,3,1.9
Coaster_518,Hersheypark,Removed,Rocky Mountain Construction,2006,Steel,40.2871,-76.6374,53.1,104.3,0,3.8
Coaster_519,Six Flags Over Texas,Operating,Great Coasters International,2000,Steel,32.776,-97.0377,39.6,91.9,2,5.3
Coaster_520,Silver Dollar City,Removed,Rocky Mountain Construction,1997,Steel,36.658,-93.3241,53.6,128.1,2,5.0
Coaster_521,Dollywood,Operating,Bolliger & Mabillard,2020,Steel,35.8095,-83.5454,72.3,108.6,1,3.2
Coaster_522,Cedar Point,Operating,Intamin,2017,Wood,41.5009,-82.6812,56.1,61.7,0,2.8
Coaster_523,Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,1990,Steel,37.2212,-76.6404,52.9,108.2,0,3.2
Coaster_524,Silver Dollar City,Operating,Bolliger & Mabillard,1995,Steel,36.6809,-93.344,45.1,101.2,1,3.9
Coaster_525,Cedar Point,Operating,Great Coasters International,1975,Steel,41.456,-82.6609,37.5,62.7,2,1.7
Coaster_526,Cedar Point,Operating,Bolliger & Mabillard,2013,Steel,41.5133,-82.712,69.4,139.0,0,4.3
Coaster_527,Hersheypark,Removed,Premier Rides,2022,Wood,40.2508,-76.6325,63.5,123.6,0,3.3
Coaster_528,Kennywood,Operating,Premier Rides,2017,Steel,40.3586,-79.8809,68.5,152.3,2,2.7
Coaster_529,Dollywood,Removed,Bolliger & Mabillard,1995,Steel,35.7985,-83.5258,53.7,92.7,3,3.9
Coaster_530,Kings Island,Removed,Bolliger & Mabillard,2005,Steel,39.2914,-84.2817,57.0,110.5,2,3.6
Coaster_531,Six Flags Over Texas,Operating,Great Coasters International,1985,Wood,32.757,-97.0443,37.8,86.9,0,2.5
Coaster_532,Six Flags Magic Mountain,Operating,Arrow Dynamics,2023,Steel,34.4374,-118.5821,64.5,155.7,3,3.6
Coaster_533,Busch Gardens Williamsburg,Operating,Arrow Dynamics,1978,Steel,37.2773,-76.6256,53.6,71.4,1,4.5
Coaster_534,Dollywood,Operating,Premier Rides,2008,Steel,35.7751,-83.5463,68.0,123.3,2,3.1
Coaster_535,Knott's Berry Farm,Operating,Vekoma,1994,Steel,33.8235,-117.9748,57.2,136.9,2,2.7
Coaster_536,Cedar Point,Operating,Philadelphia Toboggan Coasters,1999,Steel,41.5016,-82.6484,69.5,106.8,3,2.8
Coaster_537,Six Flags Over Texas,Operating,Great Coasters International,2009,Steel,32.7711,-97.0683,66.2,98.2,1,2.9
Coaster_538,Hersheypark,Operating,Premier Rides,1998,Steel,40.2909,-76.6647,57.3,101.7,2,2.4
Coaster_539,Silver Dollar City,Operating,Premier Rides,1997,Steel,36.6494,-93.3157,65.9,105.7,1,3.6
Coaster_540,Knott's Berry Farm,Operating,Arrow Dynamics,2011,Steel,33.8434,-117.9684,62.2,125.0,2,2.8
Coaster_541,Hersheypark,Operating,Mack Rides,2023,Steel,40.3299,-76.7017,68.6,120.6,5,3.9
Coaster_542,Six Flags Great Adventure,Operating,Intamin,2008,Wood,40.1111,-74.4555,53.9,109.7,0,3.0
Coaster_543,Knott's Berry Farm,Removed,Great Coasters International,1987,Wood,33.8469,-117.9655,43.6,76.0,0,3.3
Coaster_544,Carowinds,Operating,Philadelphia Toboggan Coasters,1975,Steel,35.0822,-80.9013,36.8,92.8,1,3.6
Coaster_545,Carowinds,Removed,Bolliger & Mabillard,2012,Steel,35.096,-80.9367,66.3,128.1,0,2.3
Coaster_546,Six Flags Magic Mountain,Operating,Philadelphia Toboggan Coasters,2006,Steel,34.4193,-118.5784,48.5,95.2,3,3.0
Coaster_547,Six Flags Great Adventure,Operating,Bolliger & Mabillard,1992,Wood,40.1537,-74.4537,35.1,75.1,0,4.3
Coaster_548,Kennywood,Removed,Rocky Mountain Construction,2008,Steel,40.3946,-79.8517,57.2,99.3,3,4.4
Coaster_549,Hersheypark,Operating,S&S - Sansei Technologies,2016,Steel,40.3077,-76.6297,59.8,129.6,3,2.2
Coaster_550,Carowinds,Operating,Philadelphia Toboggan Coasters,2016,Steel,35.0865,-80.9218,68.8,115.6,2,3.8
Coaster_551,Hersheypark,Operating,Intamin,2010,Wood,40.3003,-76.647,55.0,99.6,0,3.1
Coaster_552,Six Flags Great Adventure,Removed,Vekoma,1996,Steel,40.1603,-74.4447,48.3,122.0,4,3.6
Coaster_553,Kings Island,Operating,Arrow Dynamics,1996,Steel,39.3185,-84.2798,64.0,115.1,1,4.6
Coaster_554,Kings Island,Closed,Arrow Dynamics,2002,Steel,39.352,-84.2728,59.2,102.7,2,2.4
Coaster_555,Kennywood,Removed,Premier Rides,2023,Wood,40.3977,-79.8413,66.4,94.0,0,2.9
Coaster_556,Six Flags Great Adventure,Operating,Intamin,2002,Wood,40.175,-74.4477,64.4,102.8,0,3.8
Coaster_557,Six Flags Over Texas,Operating,Bolliger & Mabillard,2023,Steel,32.7752,-97.0225,78.8,127.7,2,4.7
Coaster_558,Carowinds,Operating,Rocky Mountain Construction,1982,Steel,35.1074,-80.9165,63.4,66.7,3,4.5
Coaster_559,Silver Dollar City,Operating,Great Coasters International,2000,Steel,36.6525,-93.3437,66.9,95.4,2,4.0
Coaster_560,Hersheypark,Operating,Philadelphia Toboggan Coasters,1983,Steel,40.2914,-76.6468,63.0,75.1,2,2.0
Coaster_561,Carowinds,Removed,Great Coasters International,2001,Steel,35.1006,-80.9671,58.8,98.6,0,5.0
Coaster_562,Knott's Berry Farm,Operating,Vekoma,2023,Steel,33.8538,-118.006,62.2,126.8,2,4.9
Coaster_563,Kennywood,Operating,Vekoma,1999,Steel,40.4266,-79.8791,58.3,120.1,1,3.0
Coaster_564,Silver Dollar City,Operating,Rocky Mountain Construction,1985,Steel,36.6543,-93.322,39.8,94.8,1,
Coaster_565,Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,2012,Steel,37.1986,-76.5977,71.9,102.9,3,2.0
Coaster_566,Silver Dollar City,Operating,Premier Rides,2010,Wood,36.7031,-93.3256,52.2,98.2,0,3.0
Coaster_567,Kings Island,Operating,Arrow Dynamics,2019,Wood,39.3554,-84.283,64.3,107.4,0,2.2
Coaster_568,Knott's Berry Farm,Operating,Premier Rides,2009,Steel,33.8549,-118.0198,57.5,111.0,2,3.1
Coaster_569,Six Flags Great Adventure,Closed,Arrow Dynamics,1985,Wood,40.1522,-74.4591,22.3,87.3,0,4.3
Coaster_570,Six Flags Magic Mountain,Operating,Intamin,1989,Steel,34.3952,-118.6038,47.9,109.4,1,2.8
Coaster_571,Silver Dollar City,Operating,Rocky Mountain Construction,2006,Steel,36.6379,-93.3595,52.5,94.6,1,5.2
Coaster_572,Hersheypark,Operating,Arrow Dynamics,2018,Steel,40.2896,-76.643,70.5,105.1,1,3.2
Coaster_573,Busch Gardens Williamsburg,Closed,Philadelphia Toboggan Coasters,1988,Steel,37.2381,-76.6418,43.5,87.7,2,3.0
Coaster_574,Silver Dollar City,Removed,Rocky Mountain Construction,1997,Steel,36.7021,-93.3212,50.5,117.0,1,1.3
Coaster_575,Kennywood,Closed,S&S - Sansei Technologies,2016,Steel,40.4211,-79.8465,60.9,125.9,0,4.7
Coaster_576,Carowinds,Closed,Intamin,1995,Steel,35.1178,-80.9404,63.0,106.8,2,2.8
Coaster_577,Silver Dollar City,Operating,Premier Rides,1997,Steel,36.6932,-93.333,41.8,84.0,2,4.2
Coaster_578,Kennywood,Operating,Philadelphia Toboggan Coasters,2002,Steel,40.3722,-79.8756,58.1,114.0,2,3.1
Coaster_579,Busch Gardens Williamsburg,Operating,Great Coasters International,1975,Steel,37.2109,-76.622,41.1,54.7,4,3.0
Coaster_580,Six Flags Great Adventure,Closed,Bolliger & Mabillard,1992,Steel,40.1623,-74.4386,39.5,85.8,2,2.9
Coaster_581,Dollywood,Operating,Arrow Dynamics,1999,Steel,35.7923,-83.5572,57.7,95.5,2,3.4
Coaster_582,Dollywood,Operating,Great Coasters International,1994,Steel,35.7947,-83.5064,51.5,82.3,2,2.6
Coaster_583,Knott's Berry Farm,Removed,Philadelphia Toboggan Coasters,1975,Steel,33.8526,-118.0309,34.4,68.6,3,4.3
Coaster_584,Six Flags Great Adventure,Operating,Philadelphia Toboggan Coasters,1999,Wood,40.1339,-74.4461,46.4,91.0,0,3.2
Coaster_585,Cedar Point,Operating,Bolliger & Mabillard,1985,Wood,41.4711,-82.6611,43.7,62.4,0,2.9
Coaster_586,Carowinds,Operating,Vekoma,2003,Steel,35.0916,-80.9498,53.3,91.6,1,5.6
Coaster_587,Busch Gardens Williamsburg,Operating,Intamin,2023,Wood,37.2698,-76.6312,63.1,79.1,0,3.1
Coaster_588,Kings Island,Operating,Rocky Mountain Construction,1990,Wood,39.3508,-84.2633,53.8,100.1,0,3.8
Coaster_589,Knott's Berry Farm,Operating,S&S - Sansei Technologies,2014,Steel,33.8444,-118.0316,63.6,109.6,2,2.4
Coaster_590,Busch Gardens Williamsburg,Operating,Premier Rides,1988,Steel,37.1905,-76.5796,42.7,81.1,4,4.3
Coaster_591,Cedar Point,Operating,S&S - Sansei Technologies,1999,Steel,41.507,-82.7114,62.7,113.1,2,2.0
Coaster_592,Kings Island,Operating,Intamin,2023,Steel,39.358,-84.2865,68.3,133.4,1,4.2
Coaster_593,Silver Dollar City,Operating,S&S - Sansei Technologies,2023,Steel,36.6951,-93.3367,68.2,137.1,3,2.4
Coaster_594,Six Flags Over Texas,Removed,Premier Rides,2005,Steel,32.7648,-97.0567,57.1,85.3,0,3.2
Coaster_595,Silver Dollar City,Removed,Intamin,2001,Steel,36.6673,-93.3696,49.9,117.7,0,3.1
Coaster_596,Silver Dollar City,Operating,Great Coasters International,1989,Steel,36.656,-93.34,51.6,110.7,2,2.9
Coaster_597,Carowinds,Operating,Vekoma,1988,Wood,35.0821,-80.9335,40.6,69.3,0,3.5
Coaster_598,Kings Island,Removed,Rocky Mountain Construction,1995,Steel,39.3477,-84.2858,52.9,92.5,1,1.6
Coaster_599,Busch Gardens Williamsburg,Operating,Intamin,1986,Steel,37.256,-76.6178,49.2,80.9,2,3.3
Coaster_600,Silver Dollar City,Operating,Philadelphia Toboggan Coasters,1984,Wood,36.6636,-93.3413,36.5,67.5,0,4.1
Coaster_601,Cedar Point,Operating,Intamin,2013,Wood,41.4611,-82.6676,54.1,87.2,0,4.2
Coaster_602,Six Flags Over Texas,Operating,Rocky Mountain Construction,2007,Wood,32.7741,-97.0678,50.9,89.1,0,4.7
Coaster_603,Busch Gardens Williamsburg,Removed,Great Coasters International,1995,Steel,37.249,-76.6397,40.7,85.8,1,2.3
Coaster_604,Kings Island,Operating,Intamin,1996,Steel,39.3251,-84.2785,52.1,89.5,3,4.6
Coaster_605,Cedar Point,Operating,Intamin,2010,Steel,41.4657,-82.6362,59.8,125.1,1,5.1
Coaster_606,Hersheypark,Removed,Bolliger & Mabillard,2003,Wood,40.3006,-76.6574,48.1,106.3,0,3.1
Coaster_607,Hersheypark,Operating,Great Coasters International,2017,Wood,40.2859,-76.6699,46.4,79.8,0,3.0
Coaster_608,Knott's Berry Farm,Closed,Bolliger & Mabillard,1977,Steel,33.8541,-117.979,46.9,65.6,3,2.9
Coaster_609,Kings Island,Operating,Philadelphia Toboggan Coasters,1984,Steel,39.3137,-84.2739,38.8,96.4,3,1.4
Coaster_610,Six Flags Over Texas,Closed,Philadelphia Toboggan Coasters,1991,Steel,32.7542,-97.0927,61.9,65.7,3,3.9
Coaster_611,Six Flags Great Adventure,Operating,Mack Rides,1981,Steel,40.1435,-74.4324,52.4,85.2,2,2.8
Coaster_612,Carowinds,Operating,Arrow Dynamics,1975,Steel,35.1142,-80.9114,45.2,69.8,1,3.0
Coaster_613,Carowinds,Closed,Great Coasters International,2005,Steel,35.109,-80.9353,57.3,127.9,2,3.9
Coaster_614,Silver Dollar City,Operating,Rocky Mountain Construction,1991,Steel,36.6486,-93.3269,39.2,92.3,3,2.8
Coaster_615,Six Flags Over Texas,Operating,S&S - Sansei Technologies,2001,Wood,32.7682,-97.0593,53.4,100.3,0,3.8
Coaster_616,Six Flags Magic Mountain,Operating,S&S - Sansei Technologies,2001,Steel,34.4027,-118.5954,52.7,,1,2.7
Coaster_617,Dollywood,Operating,Bolliger & Mabillard,1975,Steel,35.7475,-83.5458,32.9,88.0,1,2.9
Coaster_618,Busch Gardens Williamsburg,Closed,Philadelphia Toboggan Coasters,1999,Steel,37.2273,-76.6379,51.2,123.2,5,3.2
Coaster_619,Knott's Berry Farm,Operating,Premier Rides,1998,Wood,33.8316,-117.9786,48.2,68.3,0,2.7
Coaster_620,Six Flags Magic Mountain,Closed,Great Coasters International,1977,Steel,34.4136,-118.5996,42.0,68.7,0,3.7
Coaster_621,Six Flags Great Adventure,Operating,Great Coasters International,2007,Steel,40.1522,-74.4505,54.8,134.7,1,1.6
Coaster_622,Kennywood,Removed,Vekoma,2022,Steel,40.3824,-79.8576,68.6,158.8,3,2.9
Coaster_623,Silver Dollar City,Operating,Rocky Mountain Construction,2012,Steel,36.6659,-93.349,56.0,122.3,2,3.3
Coaster_624,Busch Gardens Williamsburg,Operating,Philadelphia Toboggan Coasters,2002,Wood,37.2273,-76.6307,47.1,66.3,0,4.4
Coaster_625,Carowinds,Closed,Arrow Dynamics,1978,Steel,35.1091,-80.9191,37.3,96.0,0,3.2
Coaster_626,Six Flags Over Texas,Operating,Bolliger & Mabillard,2011,Wood,32.7564,-97.0789,48.7,63.4,0,4.0
Coaster_627,Six Flags Magic Mountain,Operating,Mack Rides,2002,Steel,34.4376,-118.6122,51.8,94.4,0,2.8
Coaster_628,Busch Gardens Williamsburg,Operating,Premier Rides,2023,Steel,37.2328,-76.6164,63.9,118.9,0,2.7
Coaster_629,Six Flags Over Texas,Operating,Great Coasters International,2015,Steel,32.7784,-97.0712,60.9,121.9,1,2.3
Coaster_630,Carowinds,Operating,Bolliger & Mabillard,2010,Steel,35.0851,-80.9688,61.3,96.2,2,4.9
Coaster_631,Kennywood,Operating,Great Coasters International,2017,Steel,40.3982,-79.8469,69.5,130.4,1,3.3
Coaster_632,Six Flags Magic Mountain,Operating,Vekoma,2005,Wood,34.4212,-118.6024,47.8,74.7,0,3.1
Coaster_633,Hersheypark,Operating,Rocky Mountain Construction,2022,Steel,40.278,-76.6775,65.2,127.8,2,5.9
Coaster_634,Kings Island,Operating,Arrow Dynamics,2008,Steel,39.3021,-84.2518,74.3,107.6,0,3.2
Coaster_635,Six Flags Magic Mountain,Operating,Philadelphia Toboggan Coasters,2003,Wood,34.4266,-118.6165,55.1,100.0,0,3.8
Coaster_636,Kennywood,Operating,Vekoma,2012,Wood,40.3842,-79.8834,56.9,102.4,0,3.7
Coaster_637,Six Flags Great Adventure,Removed,Mack Rides,2023,Steel,40.133,-74.4523,64.9,133.8,2,3.2
Coaster_638,Hersheypark,Operating,Arrow Dynamics,2007,Steel,40.2939,-76.6656,48.6,125.2,2,3.5
Coaster_639,Dollywood,Operating,Rocky Mountain Construction,2001,Steel,35.7753,-83.5782,60.1,93.4,1,
Coaster_640,Dollywood,Operating,Great Coasters International,2000,Steel,35.7749,-83.546,47.8,109.2,1,2.5
Coaster_641,Kings Island,Removed,Bolliger & Mabillard,1994,Steel,39.3426,-84.2603,61.7,,1,4.1
Coaster_642,Cedar Point,Removed,Great Coasters International,1994,Steel,41.4358,-82.6637,51.5,116.7,1,5.5
Coaster_643,Kings Island,Closed,Great Coasters International,2008,Steel,39.3379,-84.2834,68.4,130.9,2,5.5
Coaster_644,Hersheypark,Operating,Mack Rides,1999,Wood,40.3199,-76.6365,53.5,93.0,0,2.3
Coaster_645,Carowinds,Operating,Mack Rides,2010,Wood,35.1073,-80.9145,55.1,75.4,0,2.9
Coaster_646,Six Flags Great Adventure,Closed,Premier Rides,2006,Wood,40.1305,-74.431,49.9,104.8,0,1.4
Coaster_647,Six Flags Great Adventure,Removed,Great Coasters International,1993,Steel,40.1289,-74.4253,61.4,108.5,1,5.0
Coaster_648,Busch Gardens Williamsburg,Operating,Arrow Dynamics,2023,Steel,37.2377,-76.6275,78.5,151.4,1,3.9
Coaster_649,Six Flags Over Texas,Operating,Mack Rides,1993,Wood,32.7582,-97.0454,45.9,84.4,0,
Coaster_650,Kings Island,Operating,Bolliger & Mabillard,1998,Steel,39.3705,-84.2664,64.8,90.3,2,2.6
Coaster_651,Six Flags Over Texas,Operating,Mack Rides,2008,Steel,32.7597,-97.0373,59.4,106.1,1,4.8
Coaster_652,Busch Gardens Williamsburg,Operating,Arrow Dynamics,1996,Steel,37.204,-76.6529,60.6,91.8,3,2.5
Coaster_653,Cedar Point,Operating,S&S - Sansei Technologies,2015,Steel,41.4842,-82.6894,65.5,123.5,2,2.1
Coaster_654,Hersheypark,Operating,Bolliger & Mabillard,1988,Steel,40.3226,-76.6622,63.5,82.3,0,3.1
Coaster_655,Kennywood,Removed,Premier Rides,2000,Steel,40.3513,-79.85,51.8,135.0,3,4.0
Coaster_656,Silver Dollar City,Operating,Rocky Mountain Construction,1989,Wood,36.6602,-93.3458,43.8,86.8,0,3.3
Coaster_657,Kings Island,Operating,Premier Rides,2001,Steel,39.3532,-84.2621,56.6,110.6,1,4.0
Coaster_658,Six Flags Great Adventure,Operating,Bolliger & Mabillard,2015,Steel,40.1356,-74.4296,63.4,116.6,3,1.5
Coaster_659,Six Flags Magic Mountain,Operating,Rocky Mountain Construction,1990,Steel,34.4561,-118.5864,54.4,103.5,2,3.1
Coaster_660,Kennywood,Operating,S&S - Sansei Technologies,2006,Wood,40.4037,-79.9017,49.4,104.4,0,4.2
Coaster_661,Busch Gardens Williamsburg,Operating,Arrow Dynamics,1986,Steel,37.2472,-76.6147,53.7,77.8,2,3.6
Coaster_662,Kings Island,Operating,Rocky Mountain Construction,1978,Wood,39.3325,-84.2727,40.0,75.7,0,5.4
Coaster_663,Kings Island,Closed,Great Coasters International,2023,Steel,39.342,-84.2682,68.2,134.3,2,2.8
Coaster_664,Six Flags Great Adventure,Removed,Rocky Mountain Construction,2003,Steel,40.1293,-74.4256,61.1,104.1,3,2.2
Coaster_665,Kennywood,Operating,Intamin,2007,Wood,40.3648,-79.8813,57.0,133.4,0,4.8
Coaster_666,Dollywood,Operating,Premier Rides,2007,Steel,35.7935,-83.539,60.7,115.6,5,2.9
Coaster_667,Six Flags Great Adventure,Operating,Arrow Dynamics,1984,Steel,40.1102,-74.3968,47.5,59.5,1,3.9
Coaster_668,Knott's Berry Farm,Operating,Great Coasters International,2019,Steel,33.851,-117.9641,62.3,116.6,1,3.5
Coaster_669,Knott's Berry Farm,Removed,Premier Rides,1993,Steel,33.8575,-117.9899,53.0,97.4,1,1.8
Coaster_670,Six Flags Great Adventure,Operating,Great Coasters International,1984,Steel,40.1313,-74.4278,51.9,93.0,0,4.0
Coaster_671,Six Flags Over Texas,Operating,Great Coasters International,1984,Wood,32.7295,-97.07,34.1,82.9,0,2.6
Coaster_672,Carowinds,Removed,Philadelphia Toboggan Coasters,1996,Steel,35.0672,-80.94,52.2,109.9,5,3.6
Coaster_673,Six Flags Magic Mountain,Operating,Bolliger & Mabillard,1996,Wood,34.4367,-118.6297,45.0,75.5,0,2.9
Coaster_674,Kennywood,Operating,Philadelphia Toboggan Coasters,2007,Steel,40.41,-79.8676,70.1,83.3,0,3.1
Coaster_675,Cedar Point,Operating,Rocky Mountain Construction,1990,Steel,41.4879,-82.7035,58.7,57.3,2,4.9
Coaster_676,Six Flags Great Adventure,Operating,Bolliger & Mabillard,1991,Steel,40.1803,-74.4488,64.9,98.1,0,3.5
Coaster_677,Six Flags Over Texas,Operating,Arrow Dynamics,2007,Steel,32.7795,-97.0721,65.5,120.3,2,4.8
Coaster_678,Carowinds,Operating,S&S - Sansei Technologies,1991,Steel,35.0726,-80.9518,52.5,103.0,3,2.2
Coaster_679,Cedar Point,Closed,Intamin,1993,Steel,41.453,-82.6849,61.9,99.1,1,2.5
