InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540883,71053,WHITE METAL LANTERN,2,2011-08-10 15:39:00,3.12,15162.0,United Kingdom
540884,20725,LUNCH BAG RED RETROSPOT,2,2011-03-05 12:49:00,1.7,15721.0,United Kingdom
540885,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-24 14:39:00,2.6,15649.0,United Kingdom
540886,23203,JUMBO BAG DOILY PATTERNS,2,2011-02-04 15:47:00,1.96,15784.0,Spain
540887,POST,POSTAGE,3,2011-05-13 08:21:00,18.76,15191.0,United Kingdom
540888,21754,HOME BUILDING BLOCK WORD,10,2011-11-12 09:23:00,6.38,15345.0,United Kingdom
540889,23203,JUMBO BAG DOILY PATTERNS,3,2011-09-30 16:13:00,2.19,15673.0,United Kingdom
540890,20725,LUNCH BAG RED RETROSPOT,-3,2011-04-17 08:12:00,1.75,15697.0,United Kingdom
540891,22629,SPACEBOY LUNCH BOX,2,2011-03-18 13:34:00,1.93,15518.0,United Kingdom
540892,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-26 09:27:00,2.53,15610.0,United Kingdom
540893,84406B,CREAM CUPID HEARTS COAT HANGER,24,2011-04-27 13:54:00,2.89,15522.0,United Kingdom
540894,21754,HOME BUILDING BLOCK WORD,24,2011-11-08 11:13:00,5.67,15779.0,United Kingdom
540895,POST,POSTAGE,10,2011-03-02 11:36:00,16.7,15715.0,France
540896,22629,SPACEBOY LUNCH BOX,1,2011-11-29 12:19:00,1.76,15250.0,United Kingdom
540897,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-05-17 15:06:00,4.59,15463.0,Germany
540898,47566,PARTY BUNTING,1,2011-11-21 17:31:00,4.69,15266.0,Netherlands
540899,20725,LUNCH BAG RED RETROSPOT,1,2011-02-18 15:45:00,1.71,15541.0,United Kingdom
540900,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2011-10-12 11:40:00,0.59,15189.0,Spain
540901,71053,WHITE METAL LANTERN,2,2011-07-19 09:29:00,3.55,15022.0,United Kingdom
540902,23203,JUMBO BAG DOILY PATTERNS,1,2011-01-19 12:10:00,2.27,15166.0,United Kingdom
540903,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-11-03 09:26:00,7.83,15576.0,France
540904,71053,WHITE METAL LANTERN,1,2011-11-25 10:21:00,3.28,15346.0,United Kingdom
540905,47566,PARTY BUNTING,2,2011-10-08 11:35:00,4.91,15250.0,United Kingdom
540906,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-10-12 09:29:00,5.14,15665.0,United Kingdom
540907,71053,WHITE METAL LANTERN,1,2011-10-14 13:55:00,3.23,15786.0,United Kingdom
540908,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-08-11 15:27:00,7.0,15142.0,United Kingdom
540909,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-08-09 11:40:00,2.82,15557.0,United Kingdom
540910,85099B,JUMBO BAG RED RETROSPOT,10,2011-07-13 09:11:00,2.14,15455.0,United Kingdom
540911,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-11-01 09:47:00,0.57,15092.0,United Kingdom
540912,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-15 09:47:00,2.8,15240.0,United Kingdom
540913,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-11 16:42:00,13.88,15452.0,United Kingdom
540914,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-10-21 15:16:00,8.03,15661.0,United Kingdom
540915,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-11-06 14:34:00,3.98,15036.0,United Kingdom
540916,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-25 08:39:00,2.33,15190.0,United Kingdom
540917,20725,LUNCH BAG RED RETROSPOT,2,2011-11-22 16:30:00,1.61,15558.0,United Kingdom
540918,84406B,CREAM CUPID HEARTS COAT HANGER,24,2011-10-14 09:58:00,2.6,15122.0,United Kingdom
540919,21754,HOME BUILDING BLOCK WORD,1,2011-11-26 09:34:00,6.22,15782.0,Germany
540920,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-06-02 17:06:00,2.71,15269.0,United Kingdom
540921,22629,SPACEBOY LUNCH BOX,6,2011-08-13 10:03:00,1.8,15212.0,United Kingdom
540922,22423,REGENCY CAKESTAND 3 TIER,2,2011-10-10 10:55:00,11.74,15750.0,United Kingdom
540923,23203,JUMBO BAG DOILY PATTERNS,4,2011-02-11 13:18:00,1.99,15776.0,United Kingdom
540924,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-11-04 08:02:00,8.11,15757.0,United Kingdom
540925,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-04-24 08:28:00,4.64,,United Kingdom
540926,21754,HOME BUILDING BLOCK WORD,1,2011-11-23 10:40:00,5.68,15763.0,United Kingdom
540927,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-04-05 14:06:00,4.7,15176.0,United Kingdom
540928,POST,POSTAGE,2,2011-11-17 17:56:00,19.3,15414.0,United Kingdom
540929,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-11-09 14:50:00,8.35,15590.0,United Kingdom
540930,47566,PARTY BUNTING,3,2011-05-17 13:21:00,5.0,15293.0,United Kingdom
540931,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-10-29 14:31:00,4.94,15143.0,United Kingdom
540932,POST,POSTAGE,1,2011-12-07 11:40:00,17.85,,United Kingdom
540933,71053,WHITE METAL LANTERN,1,2011-10-09 15:26:00,3.45,15039.0,United Kingdom
540934,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-11-22 14:41:00,0.6,15390.0,United Kingdom
540935,23203,JUMBO BAG DOILY PATTERNS,2,2011-09-23 10:31:00,2.07,15446.0,United Kingdom
540936,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-11-25 17:32:00,2.76,15386.0,United Kingdom
540937,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-08-16 10:22:00,4.08,15660.0,United Kingdom
540938,47566,PARTY BUNTING,2,2011-07-02 14:58:00,4.94,15789.0,United Kingdom
540939,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-11-11 13:53:00,2.47,15277.0,United Kingdom
540940,85099B,JUMBO BAG RED RETROSPOT,3,2011-02-09 12:46:00,1.86,15219.0,United Kingdom
540941,71053,WHITE METAL LANTERN,4,2011-11-06 11:06:00,3.42,15489.0,Netherlands
540942,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2011-10-23 17:51:00,0.53,15355.0,United Kingdom
540943,85099B,JUMBO BAG RED RETROSPOT,10,2011-03-16 09:43:00,1.77,15218.0,United Kingdom
540944,21754,HOME BUILDING BLOCK WORD,2,2011-06-14 16:24:00,5.85,15302.0,United Kingdom
540945,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-11-02 09:42:00,3.0,15700.0,United Kingdom
540946,21212,PACK OF 72 RETRO SPOT CAKE CASES,3,2011-11-27 14:23:00,0.54,15616.0,United Kingdom
540947,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-02-05 10:36:00,2.32,15502.0,United Kingdom
540948,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-10-27 17:31:00,3.88,15767.0,United Kingdom
540949,21754,HOME BUILDING BLOCK WORD,6,2011-11-08 12:31:00,5.78,15219.0,United Kingdom
540950,22423,REGENCY CAKESTAND 3 TIER,2,2011-05-09 17:15:00,12.58,15222.0,United Kingdom
540951,85099B,JUMBO BAG RED RETROSPOT,4,2011-11-07 13:32:00,1.91,15439.0,United Kingdom
540952,85099B,JUMBO BAG RED RETROSPOT,1,2011-07-12 16:49:00,1.9,15108.0,United Kingdom
540953,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-11-14 09:25:00,3.91,15503.0,Spain
540954,22629,SPACEBOY LUNCH BOX,2,2010-12-22 15:01:00,1.94,15655.0,United Kingdom
540955,22423,REGENCY CAKESTAND 3 TIER,3,2011-08-05 12:14:00,11.78,15234.0,United Kingdom
540956,23203,JUMBO BAG DOILY PATTERNS,1,2011-11-12 13:41:00,2.28,15301.0,United Kingdom
540957,85099B,JUMBO BAG RED RETROSPOT,2,2011-07-25 12:43:00,1.91,15481.0,United Kingdom
540958,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-11-08 08:05:00,2.49,15419.0,United Kingdom
540959,POST,POSTAGE,2,2011-11-29 16:34:00,19.13,15514.0,United Kingdom
540960,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2011-08-19 15:13:00,4.47,15371.0,United Kingdom
540961,POST,POSTAGE,6,2011-04-19 12:15:00,17.14,15124.0,United Kingdom
540962,23203,JUMBO BAG DOILY PATTERNS,4,2011-05-06 14:36:00,2.06,15075.0,United Kingdom
540963,71053,WHITE METAL LANTERN,2,2011-09-28 12:30:00,3.53,15442.0,United Kingdom
540964,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-02-06 08:07:00,4.72,15465.0,United Kingdom
540965,23203,JUMBO BAG DOILY PATTERNS,2,2010-12-22 10:19:00,2.07,15315.0,United Kingdom
540966,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-22 10:02:00,2.06,15611.0,United Kingdom
540967,71053,WHITE METAL LANTERN,1,2011-04-20 14:26:00,3.29,15509.0,United Kingdom
540968,22423,REGENCY CAKESTAND 3 TIER,2,2011-10-22 09:27:00,12.78,15035.0,United Kingdom
540969,71053,WHITE METAL LANTERN,6,2011-09-13 17:48:00,3.5,15754.0,United Kingdom
540970,22629,SPACEBOY LUNCH BOX,3,2011-10-12 08:53:00,1.86,15336.0,United Kingdom
540971,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-01-22 16:32:00,7.07,15489.0,United Kingdom
540972,71053,WHITE METAL LANTERN,1,2011-01-08 17:24:00,3.18,15270.0,United Kingdom
540973,23203,JUMBO BAG DOILY PATTERNS,4,2011-09-09 16:11:00,1.89,15686.0,United Kingdom
540974,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-10-30 17:28:00,4.61,15580.0,United Kingdom
540975,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-11-13 12:55:00,3.9,15241.0,United Kingdom
540976,23203,JUMBO BAG DOILY PATTERNS,-4,2011-12-04 17:47:00,2.28,15386.0,United Kingdom
540977,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-11-23 14:06:00,5.41,15696.0,United Kingdom
540978,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-07-19 14:54:00,0.58,15760.0,United Kingdom
540979,POST,POSTAGE,1,2011-11-06 10:50:00,18.7,15674.0,United Kingdom
540980,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-11-05 16:50:00,3.02,15388.0,United Kingdom
540981,21212,PACK OF 72 RETRO SPOT CAKE CASES,10,2011-06-03 12:51:00,0.52,15544.0,United Kingdom
540982,85099B,JUMBO BAG RED RETROSPOT,1,2010-12-19 10:34:00,1.9,15352.0,United Kingdom
540983,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-30 11:14:00,13.76,15406.0,United Kingdom
540984,23203,,1,2011-10-22 16:27:00,2.04,15736.0,United Kingdom
540985,POST,POSTAGE,2,2011-11-27 13:39:00,16.7,15505.0,United Kingdom
540986,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-11-08 11:16:00,5.29,15278.0,United Kingdom
540987,22629,SPACEBOY LUNCH BOX,1,2011-06-20 17:53:00,2.08,,United Kingdom
540988,23203,JUMBO BAG DOILY PATTERNS,2,2011-11-26 14:16:00,2.14,15446.0,Germany
540989,20725,LUNCH BAG RED RETROSPOT,-6,2011-10-13 12:12:00,1.54,15363.0,EIRE
540990,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-04-01 15:11:00,2.61,15406.0,United Kingdom
540991,POST,POSTAGE,2,2011-03-29 17:03:00,17.66,15046.0,United Kingdom
540992,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-01-09 13:10:00,3.88,15527.0,United Kingdom
540993,POST,POSTAGE,1,2011-10-12 10:56:00,16.6,15546.0,United Kingdom
540994,71053,,1,2011-11-07 11:47:00,3.68,15539.0,United Kingdom
540995,85099B,JUMBO BAG RED RETROSPOT,1,2011-05-10 08:22:00,1.81,15010.0,United Kingdom
540996,20725,LUNCH BAG RED RETROSPOT,1,2011-10-14 08:17:00,1.56,15042.0,United Kingdom
540997,22423,REGENCY CAKESTAND 3 TIER,4,2010-12-19 16:29:00,12.17,15712.0,United Kingdom
540998,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-10-21 11:51:00,4.44,15674.0,United Kingdom
540999,21212,PACK OF 72 RETRO SPOT CAKE CASES,12,2011-11-28 10:54:00,0.57,15684.0,United Kingdom
541000,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-10-02 14:11:00,2.75,15433.0,France
541001,71053,WHITE METAL LANTERN,10,2011-03-31 12:32:00,3.5,15209.0,United Kingdom
541002,22423,REGENCY CAKESTAND 3 TIER,6,2011-03-18 09:18:00,13.67,15314.0,United Kingdom
541003,71053,WHITE METAL LANTERN,2,2010-12-15 08:05:00,3.38,15034.0,United Kingdom
541004,22629,SPACEBOY LUNCH BOX,2,2011-03-28 16:56:00,1.78,15415.0,United Kingdom
541005,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-10-20 09:03:00,4.63,15184.0,United Kingdom
541006,POST,POSTAGE,3,2011-10-21 10:42:00,18.16,15471.0,United Kingdom
541007,21754,HOME BUILDING BLOCK WORD,1,2011-10-21 09:39:00,5.37,15486.0,United Kingdom
541008,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-08-07 15:20:00,2.8,15402.0,United Kingdom
541009,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-09-14 13:19:00,0.57,15515.0,United Kingdom
541010,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-12-20 08:31:00,2.72,15111.0,United Kingdom
541011,21754,HOME BUILDING BLOCK WORD,2,2011-11-29 12:23:00,5.68,15672.0,United Kingdom
541012,POST,POSTAGE,3,2011-09-26 09:55:00,18.43,15625.0,United Kingdom
541013,21754,HOME BUILDING BLOCK WORD,10,2011-04-30 08:02:00,6.48,15673.0,United Kingdom
541014,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-10-09 17:42:00,4.51,15081.0,United Kingdom
541015,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-03-04 16:25:00,2.57,15074.0,Spain
541016,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-07-24 13:27:00,5.32,15376.0,France
541017,21754,HOME BUILDING BLOCK WORD,1,2011-10-23 17:42:00,5.64,15328.0,United Kingdom
541018,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2011-04-11 16:57:00,4.72,15701.0,United Kingdom
541019,20725,LUNCH BAG RED RETROSPOT,12,2011-06-18 15:33:00,1.74,15112.0,United Kingdom
541020,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-04-30 10:37:00,2.74,15296.0,United Kingdom
541021,21212,PACK OF 72 RETRO SPOT CAKE CASES,10,2011-11-23 15:01:00,0.53,15402.0,United Kingdom
541022,20725,LUNCH BAG RED RETROSPOT,2,2011-04-02 11:18:00,1.8,15169.0,United Kingdom
541023,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-10-20 14:33:00,4.65,15455.0,United Kingdom
541024,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-03-22 15:07:00,7.33,15543.0,United Kingdom
541025,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-10-04 15:48:00,4.19,15515.0,United Kingdom
541026,23203,JUMBO BAG DOILY PATTERNS,4,2010-12-14 17:58:00,2.19,15518.0,United Kingdom
541027,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-05-16 17:16:00,2.6,15667.0,United Kingdom
541028,22629,SPACEBOY LUNCH BOX,1,2010-12-08 15:51:00,1.94,15075.0,United Kingdom
541029,21212,PACK OF 72 RETRO SPOT CAKE CASES,10,2011-03-17 08:51:00,0.57,15655.0,United Kingdom
541030,47566,PARTY BUNTING,2,2011-03-15 17:41:00,5.02,15077.0,United Kingdom
541031,47566,PARTY BUNTING,4,2011-10-18 11:02:00,4.82,15557.0,United Kingdom
541032,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-05-10 10:25:00,2.74,15750.0,United Kingdom
541033,85099B,JUMBO BAG RED RETROSPOT,2,2011-02-12 15:31:00,1.97,,United Kingdom
541034,71053,WHITE METAL LANTERN,10,2011-10-15 14:22:00,3.47,15536.0,United Kingdom
541035,POST,POSTAGE,2,2011-09-04 14:58:00,16.54,15762.0,United Kingdom
541036,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-09-02 16:09:00,7.57,15511.0,United Kingdom
541037,20725,LUNCH BAG RED RETROSPOT,4,2011-03-08 14:47:00,1.6,15255.0,United Kingdom
541038,21754,HOME BUILDING BLOCK WORD,1,2011-09-06 12:12:00,6.03,15225.0,France
541039,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2010-12-15 08:09:00,0.54,15225.0,United Kingdom
541040,71053,WHITE METAL LANTERN,3,2011-10-19 08:25:00,3.6,15646.0,United Kingdom
541041,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-10-23 11:40:00,2.52,15230.0,United Kingdom
541042,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2011-12-07 17:31:00,0.54,15259.0,France
541043,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-02-07 15:50:00,4.26,15277.0,United Kingdom
541044,85099B,JUMBO BAG RED RETROSPOT,6,2011-10-31 17:29:00,1.88,15246.0,Spain
541045,71053,WHITE METAL LANTERN,4,2011-10-16 11:33:00,3.71,15469.0,EIRE
541046,47566,PARTY BUNTING,1,2011-09-12 13:42:00,4.8,15306.0,Spain
541047,47566,PARTY BUNTING,3,2011-01-21 15:12:00,4.61,15618.0,United Kingdom
541048,23203,JUMBO BAG DOILY PATTERNS,1,2011-11-18 08:43:00,2.15,15433.0,United Kingdom
541049,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-02-17 16:35:00,5.34,15784.0,United Kingdom
541050,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-12-08 15:50:00,8.14,15330.0,United Kingdom
541051,POST,POSTAGE,3,2011-12-06 08:01:00,17.66,15679.0,United Kingdom
541052,85123A,,3,2011-06-06 09:46:00,2.62,15420.0,United Kingdom
541053,20725,LUNCH BAG RED RETROSPOT,1,2011-03-20 14:22:00,1.56,15201.0,United Kingdom
541054,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-11-11 10:41:00,2.63,15517.0,United Kingdom
541055,22629,SPACEBOY LUNCH BOX,4,2011-05-05 12:18:00,1.85,15025.0,United Kingdom
541056,20725,LUNCH BAG RED RETROSPOT,3,2011-03-11 17:35:00,1.5,,United Kingdom
541057,47566,PARTY BUNTING,1,2011-01-26 08:56:00,4.77,15757.0,United Kingdom
541058,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-10-13 10:52:00,4.26,15611.0,United Kingdom
541059,47566,PARTY BUNTING,6,2011-05-10 13:01:00,4.29,15204.0,United Kingdom
541060,POST,POSTAGE,3,2011-03-27 16:13:00,16.69,15120.0,United Kingdom
541061,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-10-11 10:51:00,7.89,15471.0,United Kingdom
541062,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-11-15 14:36:00,8.21,15169.0,Spain
541063,20725,LUNCH BAG RED RETROSPOT,2,2011-11-17 11:36:00,1.71,15257.0,France
541064,POST,POSTAGE,2,2011-10-20 12:08:00,16.53,15240.0,United Kingdom
541065,20725,LUNCH BAG RED RETROSPOT,4,2010-12-19 16:38:00,1.58,15016.0,United Kingdom
541066,47566,PARTY BUNTING,1,2011-02-25 14:29:00,5.1,15514.0,United Kingdom
541067,71053,WHITE METAL LANTERN,2,2011-10-31 16:32:00,3.37,15136.0,Belgium
541068,47566,PARTY BUNTING,1,2011-07-14 12:19:00,4.34,15021.0,United Kingdom
541069,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-11-30 14:22:00,4.62,15410.0,United Kingdom
541070,23203,JUMBO BAG DOILY PATTERNS,3,2011-10-15 13:37:00,2.25,15019.0,United Kingdom
541071,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-11-05 17:31:00,4.42,15787.0,United Kingdom
541072,POST,POSTAGE,2,2011-11-02 10:20:00,19.69,15323.0,United Kingdom
541073,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-02-22 14:06:00,2.38,15715.0,United Kingdom
541074,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,2011-11-16 13:05:00,4.14,15014.0,United Kingdom
541075,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-11-23 16:23:00,2.94,15011.0,Spain
541076,85099B,JUMBO BAG RED RETROSPOT,2,2011-02-23 13:33:00,2.06,15090.0,United Kingdom
541077,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2011-07-26 12:44:00,0.59,15086.0,United Kingdom
541078,21212,PACK OF 72 RETRO SPOT CAKE CASES,3,2011-07-20 17:30:00,0.53,15627.0,United Kingdom
541079,21754,HOME BUILDING BLOCK WORD,4,2011-03-17 16:53:00,6.35,15185.0,United Kingdom
541080,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-06-05 09:51:00,2.64,15352.0,United Kingdom
541081,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-12-14 13:18:00,8.18,15070.0,United Kingdom
541082,71053,WHITE METAL LANTERN,6,2011-04-05 13:02:00,3.62,15189.0,United Kingdom
541083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-22 16:40:00,2.58,15244.0,United Kingdom
541084,POST,POSTAGE,24,2011-11-08 14:14:00,19.61,15445.0,United Kingdom
541085,22629,SPACEBOY LUNCH BOX,3,2011-12-02 09:27:00,2.01,15089.0,United Kingdom
541086,47566,PARTY BUNTING,1,2011-11-19 15:26:00,5.09,15233.0,United Kingdom
541087,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-08-22 08:55:00,7.25,,United Kingdom
541088,20725,LUNCH BAG RED RETROSPOT,1,2011-01-03 16:16:00,1.74,15044.0,United Kingdom
541089,47566,PARTY BUNTING,1,2011-10-11 15:54:00,4.79,15452.0,United Kingdom
541090,22423,REGENCY CAKESTAND 3 TIER,4,2011-04-12 16:22:00,13.74,15594.0,United Kingdom
541091,22629,SPACEBOY LUNCH BOX,6,2010-12-04 10:55:00,1.89,15017.0,United Kingdom
541092,22629,SPACEBOY LUNCH BOX,6,2011-12-04 09:54:00,2.03,15544.0,United Kingdom
541093,23203,JUMBO BAG DOILY PATTERNS,4,2011-10-17 15:23:00,1.96,,France
541094,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-10-25 16:15:00,4.2,15529.0,Netherlands
541095,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-11-05 13:08:00,2.3,15011.0,United Kingdom
541096,47566,PARTY BUNTING,1,2011-10-23 10:43:00,4.66,15450.0,United Kingdom
541097,85099B,JUMBO BAG RED RETROSPOT,3,2011-08-01 11:57:00,2.01,15122.0,United Kingdom
541098,22423,REGENCY CAKESTAND 3 TIER,6,2011-06-24 15:26:00,12.98,15107.0,United Kingdom
541099,23203,JUMBO BAG DOILY PATTERNS,4,2010-12-08 15:54:00,1.95,15370.0,United Kingdom
541100,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-11-15 11:39:00,6.92,15358.0,United Kingdom
541101,22629,SPACEBOY LUNCH BOX,6,2011-10-21 09:14:00,1.92,15500.0,United Kingdom
541102,23203,JUMBO BAG DOILY PATTERNS,10,2011-02-09 12:24:00,2.0,,United Kingdom
541103,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2011-04-30 11:13:00,5.08,,United Kingdom
541104,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-05-10 09:08:00,4.24,15784.0,United Kingdom
541105,85099B,JUMBO BAG RED RETROSPOT,1,2011-07-23 10:54:00,1.94,15224.0,United Kingdom
541106,22423,REGENCY CAKESTAND 3 TIER,3,2011-09-27 14:52:00,13.4,15049.0,France
541107,21754,HOME BUILDING BLOCK WORD,10,2011-12-08 16:09:00,6.44,15154.0,United Kingdom
541108,47566,PARTY BUNTING,3,2011-10-25 08:11:00,4.56,15252.0,United Kingdom
541109,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-08-13 17:21:00,6.9,15528.0,United Kingdom
541110,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-03-22 11:53:00,0.54,15568.0,United Kingdom
541111,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-11-03 17:35:00,7.17,15191.0,United Kingdom
541112,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-10-25 11:36:00,3.97,15547.0,United Kingdom
541113,47566,PARTY BUNTING,3,2011-09-29 15:10:00,4.65,15682.0,United Kingdom
541114,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-11-17 16:47:00,0.57,15013.0,United Kingdom
541115,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-07-23 09:08:00,2.35,15287.0,United Kingdom
541116,21754,HOME BUILDING BLOCK WORD,10,2011-05-23 10:40:00,5.8,15376.0,United Kingdom
541117,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-12 13:17:00,2.8,15588.0,United Kingdom
541118,22752,SET 7 BABUSHKA NESTING BOXES,24,2011-08-08 11:26:00,8.31,15468.0,United Kingdom
541119,47566,PARTY BUNTING,6,2010-12-26 11:48:00,4.32,,United Kingdom
541120,22629,SPACEBOY LUNCH BOX,4,2011-09-09 09:43:00,2.05,15188.0,United Kingdom
541121,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-25 10:26:00,1.95,15170.0,United Kingdom
541122,POST,POSTAGE,3,2011-03-23 14:39:00,16.29,15229.0,United Kingdom
541123,POST,POSTAGE,1,2011-11-13 12:48:00,17.61,15353.0,United Kingdom
541124,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-11-25 11:27:00,7.17,15392.0,United Kingdom
541125,21754,HOME BUILDING BLOCK WORD,10,2011-04-30 17:10:00,5.47,15784.0,United Kingdom
541126,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-22 15:46:00,2.01,15798.0,United Kingdom
541127,85099B,JUMBO BAG RED RETROSPOT,-4,2011-10-16 17:19:00,1.89,15568.0,United Kingdom
541128,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-11-17 09:58:00,0.51,15081.0,United Kingdom
541129,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-10-25 11:43:00,2.8,15786.0,United Kingdom
541130,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-07 10:07:00,2.43,15110.0,United Kingdom
541131,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-11-08 08:35:00,6.98,15685.0,United Kingdom
541132,23203,JUMBO BAG DOILY PATTERNS,12,2011-10-10 17:14:00,2.14,15079.0,United Kingdom
541133,POST,POSTAGE,6,2011-12-05 10:49:00,16.93,15558.0,United Kingdom
541134,21754,HOME BUILDING BLOCK WORD,4,2011-09-16 12:55:00,5.49,15700.0,United Kingdom
541135,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-02 15:37:00,13.19,15536.0,United Kingdom
541136,71053,WHITE METAL LANTERN,2,2011-04-05 08:35:00,3.5,15533.0,United Kingdom
